District,VDC (ward) to Palika,VDC (ward) to Palika - ward,Partner Organization ,Project Title,"Implementing
Partner","Funding
Organisation",Sector,Activity Type,Name of the Infrastructure,Activity Detail,Curriculum (for Trainings),Activity Status,Unit (Indicator),"Physical Target -
Planned","Physical Target -
Reached",GaNaPa Ward Number ,GaNaPa_Code,GaPaN_Ward_Code
Sindhupalchok,Sunkoshi,6,PWJ,Project for Improving Water Access,ISAP,"Ministry of Foreign Affairs, Japan","Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,"Construction of Intake, RVT (5 cum), Tap Stand and  HDPE pipe",,,Ongoing,households,33,33,6,23011,23011-6
Sindhupalchok,Sunkoshi,6,PWJ,Project for Improving Water Access,ISAP,"Ministry of Foreign Affairs, Japan","Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,"Construction of Intake, RVT (5 cum), Tap Stand and  HDPE pipe",,,Ongoing,households,26,26,6,23011,23011-6
Sindhupalchok,Sunkoshi,6,PWJ,Project for Improving Water Access,ISAP,"Ministry of Foreign Affairs, Japan","Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,"Construction of Intake, RVT (5 cum), Tap Stand and  HDPE pipe",,,Ongoing,households,11,11,6,23011,23011-6
Sindhupalchok,Sunkoshi,6,PWJ,Project for Improving Water Access,ISAP,"Ministry of Foreign Affairs, Japan","Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,"Construction of Intake, RVT (5 cum), Tap Stand and  HDPE pipe",,,Ongoing,households,35,35,6,23011,23011-6
Sindhupalchok,Sunkoshi,6,PWJ,Project for Improving Water Access,ISAP,"Ministry of Foreign Affairs, Japan","Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,"Construction of Intake, RVT (8 cum), Tap Stand and  HDPE pipe",,,Ongoing,households,35,35,6,23011,23011-6
Sindhupalchok,Sunkoshi,6,PWJ,Project for Improving Water Access,ISAP,"Ministry of Foreign Affairs, Japan","Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,"Construction of Intake, RVT (5 cum), Tap Stand and  HDPE pipe",,,Ongoing,households,14,0,6,23011,23011-6
Sindhupalchok,Sunkoshi,6,PWJ,Project for Improving Water Access,ISAP,"Ministry of Foreign Affairs, Japan","Water, Sanitation and Hygiene",Reconstruction - Development of WASH infrastructure,"Construction of Intake, RVT (8 cum), Tap Stand and  HDPE pipe",,,Ongoing,households,36,0,6,23011,23011-6
Sindhupalchok,Chautara Sangachokgadhi,7,PWJ,,ISAP,PWJ,"Water, Sanitation and Hygiene",Support - Financial Support on Household WASH,,HH water supply repair/rehabilitation,,Completed,households,70,70,7,23004,23004-7
Sindhupalchok,Chautara Sangachokgadhi,7,PWJ,,ISAP,PWJ,"Water, Sanitation and Hygiene",Support - Financial Support on Household WASH,,HH water supply repair/rehabilitation,,Completed,households,38,38,7,23004,23004-7
Sindhupalchok,Chautara Sangachokgadhi,7,PWJ,,ISAP,PWJ,"Water, Sanitation and Hygiene",Support - Financial Support on Household WASH,,HH water supply repair/rehabilitation,,Completed,households,200,200,7,23004,23004-7
Sindhupalchok,Chautara Sangachokgadhi,8,PWJ,,ISAP,PWJ,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Water supply Scheme rehabliated ,HH water supply repair/rehabilitation,,Completed,households,10,10,8,23004,23004-8
Sindhupalchok,Chautara Sangachokgadhi,8,PWJ,,ISAP,PWJ,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Water supply Scheme rehabliated ,HH water supply repair/rehabilitation,,Completed,households,8,8,8,23004,23004-8
Sindhupalchok,Chautara Sangachokgadhi,8,PWJ,,ISAP,PWJ,"Water, Sanitation and Hygiene",Construction - WASH facilities in public places,Water supply Scheme rehabliated ,HH water supply repair/rehabilitation,,Completed,households,46,46,8,23004,23004-8
Sindhupalchok,Helambu,1,AA,Community-led Reconstruction Programme(CLRP),CSRC,"Disaster Emergency Committee(DEC)
Disaster Preparedness Response Fund (DPRF)
Department of Foreign Affairs and Trade(DFAT)
Basque Government

",Gender Equality and Social Inclusion,Support - Psychosocial Centers/Female Friendly Spaces,Women Friendly Spaces Construction,Women Friendly Spaces(WFS)Construction,Other (specify in Comments),,households,1,,1,23005,23005-1
Sindhupalchok,Helambu,6,AA,Community-led Reconstruction Programme(CLRP),CSRC,"Disaster Emergency Committee(DEC)
Disaster Preparedness Response Fund (DPRF)
Department of Foreign Affairs and Trade(DFAT)
Basque Government

",Gender Equality and Social Inclusion,Support - Psychosocial Centers/Female Friendly Spaces,Women Friendly Spaces Construction,Women Friendly Spaces(WFS)Construction,Other (specify in Comments),,households,1,,6,23005,23005-6
Sindhupalchok,Helambu,2,AA,Community-led Reconstruction Programme(CLRP),CSRC,"Disaster Emergency Committee(DEC)
Disaster Preparedness Response Fund (DPRF)
Department of Foreign Affairs and Trade(DFAT)
Basque Government

",Gender Equality and Social Inclusion,Support - Psychosocial Centers/Female Friendly Spaces,Women Friendly Spaces Construction,Women Friendly Spaces(WFS)Construction,Other (specify in Comments),,households,1,,2,23005,23005-2
Sindhupalchok,Helambu,4,AA,Community-led Reconstruction Programme(CLRP),CSRC,"Disaster Emergency Committee(DEC)
Disaster Preparedness Response Fund (DPRF)
Department of Foreign Affairs and Trade(DFAT)
Basque Government

",Gender Equality and Social Inclusion,Support - Psychosocial Centers/Female Friendly Spaces,Women Friendly Spaces Construction,Women Friendly Spaces(WFS)Construction,Other (specify in Comments),,households,1,,4,23005,23005-4
Sindhupalchok,Melamchi,11,AA,Community-led Reconstruction Programme(CLRP),CSRC,"Disaster Emergency Committee(DEC)
Disaster Preparedness Response Fund (DPRF)
Department of Foreign Affairs and Trade(DFAT)
Basque Government

",Gender Equality and Social Inclusion,Support - Psychosocial Centers/Female Friendly Spaces,Women Friendly Spaces Construction,Women Friendly Spaces(WFS)Construction,Other (specify in Comments),,households,1,,11,23009,23009-11
Sindhupalchok,Bhotekoshi,2,SSS,,SSS,"Sir Dorabji Tata Trust and Tata Community Initiatives Trust, India",Education,Reconstruction - Classrooms,Kodari HSS,Reconstruction of boundary walls and toilet block,,,households,16,,2,23003,23003-2
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,,Door to door,,,households,191,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,,Door to door,,,households,180,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,,Door to door,,,households,127,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,,Door to door,,,households,105,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,,Door to door,,,households,93,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,,Door to door,,,households,78,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,,Door to door,,,households,77,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,,Door to door,,,households,76,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,,Door to door,,,households,16,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,4,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,,Door to door,,,households,152,,4,23010,23010-4
Sindhupalchok,Panchpokhari Thangpal,4,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,,Door to door,,,households,125,,4,23010,23010-4
Sindhupalchok,Panchpokhari Thangpal,4,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,,Door to door,,,households,112,,4,23010,23010-4
Sindhupalchok,Panchpokhari Thangpal,4,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,,Door to door,,,households,106,,4,23010,23010-4
Sindhupalchok,Panchpokhari Thangpal,4,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,,Door to door,,,households,80,,4,23010,23010-4
Sindhupalchok,Panchpokhari Thangpal,4,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,,Door to door,,,households,72,,4,23010,23010-4
Sindhupalchok,Panchpokhari Thangpal,4,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,,Door to door,,,households,55,,4,23010,23010-4
Sindhupalchok,Panchpokhari Thangpal,4,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,,Door to door,,,households,51,,4,23010,23010-4
Sindhupalchok,Panchpokhari Thangpal,4,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Orientation - Community reconstruction orientation,,Door to door,,,households,13,,4,23010,23010-4
Sindhupalchok,Panchpokhari Thangpal,5,TGH,,ARSOW-N,TGH,Disaster Risk Management,Reconstruction/rehabilitation - River/Flood protection embankments,,Construction of gabion wall (Land Protection),,,households,1,,5,23010,23010-5
Sindhupalchok,Panchpokhari Thangpal,5,TGH,,ARSOW-N,TGH,Disaster Risk Management,Reconstruction/rehabilitation - River/Flood protection embankments,,Construction of fences,,,households,1,,5,23010,23010-5
Sindhupalchok,Panchpokhari Thangpal,5,TGH,,ARSOW-N,TGH,"Agriculture, Livestock Development and Irrigation",Support - Enhancement of Crop production,Bee Keeping,Training and material support in GUNSA,,,households,1,,5,23010,23010-5
Sindhupalchok,Panchpokhari Thangpal,3,TGH,,ARSOW-N,TGH,Transport,Reconstruction/rehabilitation - Roads (including upgrade),Road Improvement,Section of road between VDCs,,,households,1,,3,23010,23010-3
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,"Agriculture, Livestock Development and Irrigation",Capacity building - Strengthening of Disaster Relief Management Section,Bee Keeping,Training and material support in Dhap,,,households,2,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,"Agriculture, Livestock Development and Irrigation",Capacity building - Strengthening of Disaster Relief Management Section,Bee Keeping,Training and material support in Dhap,,,households,2,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,"Agriculture, Livestock Development and Irrigation",Capacity building - Strengthening of Disaster Relief Management Section,Bee Keeping,Training and material support in Dhap,,,households,2,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,"Agriculture, Livestock Development and Irrigation",Capacity building - Strengthening of Disaster Relief Management Section,Bee Keeping,Training and material support in Dhap,,,households,2,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,Disaster Risk Management,Capacity building - Local institutions for DRM,,Training DRM,,,households,1,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,Disaster Risk Management,Capacity building - Local institutions for DRM,,Training DRM,,,households,1,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,Disaster Risk Management,Capacity building - Local institutions for DRM,,Training DRM,,,households,1,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,Disaster Risk Management,Capacity building - Local institutions for DRM,,Training DRM,,,households,1,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,Disaster Risk Management,Capacity building - Local institutions for DRM,,Training DRM,,,households,1,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,Disaster Risk Management,Capacity building - Local institutions for DRM,,Training DRM,,,households,1,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,Disaster Risk Management,Capacity building - Local institutions for DRM,,Training DRM,,,households,1,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,Disaster Risk Management,Capacity building - Local institutions for DRM,,Training DRM,,,households,1,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,Disaster Risk Management,Capacity building - Local institutions for DRM,,Training DRM,,,households,1,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,"Agriculture, Livestock Development and Irrigation",Capacity building - Strengthening of Disaster Relief Management Section,Bee Keeping,Training and material support in Dhap,,,households,1,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,"Agriculture, Livestock Development and Irrigation",Capacity building - Strengthening of Disaster Relief Management Section,Bee Keeping,Training and material support in Dhap,,,households,1,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,"Agriculture, Livestock Development and Irrigation",Capacity building - Strengthening of Disaster Relief Management Section,Bee Keeping,Training and material support in Dhap,,,households,1,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,"Agriculture, Livestock Development and Irrigation",Capacity building - Strengthening of Disaster Relief Management Section,Bee Keeping,Training and material support in Dhap,,,households,1,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,6,TGH,,ARSOW-N,TGH,"Agriculture, Livestock Development and Irrigation",Capacity building - Strengthening of Disaster Relief Management Section,Bee Keeping,Training and material support in Dhap,,,households,1,,6,23010,23010-6
Sindhupalchok,Panchpokhari Thangpal,4,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,,DUDBC,,households,7,,4,23010,23010-4
Sindhupalchok,Panchpokhari Thangpal,4,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,,DUDBC,,households,7,,4,23010,23010-4
Sindhupalchok,Panchpokhari Thangpal,4,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,,DUDBC,,households,7,,4,23010,23010-4
Sindhupalchok,Panchpokhari Thangpal,4,TGH,,ARSOW-N,TGH,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,,DUDBC,,households,7,,4,23010,23010-4
