District,Municipality,Ward,Partner Organization,Funding Organisation,Sector,Activity Type,Activity Status,Unit (Indicator),Planned#,Reached#,GaNaPa_Code,District_code,GaPaN_Ward_Code
Nuwakot,Suryagadhi Gaunpalika,1,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,11,28010,10,28010-1
Nuwakot,Kispang Gaunpalika,5,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,14,28005,10,28005-5
Nuwakot,Likhu Gaunpalika,3,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,14,28006,10,28006-3
Nuwakot,Tadi Gaunpalika,1,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,10,28011,10,28011-1
Nuwakot,Kispang Gaunpalika,1,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,16,8,28005,10,28005-1
Nuwakot,Kakani Gaunpalika,7,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,10,28004,10,28004-7
Nuwakot,Suryagadhi Gaunpalika,4,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,16,15,28010,10,28010-4
Nuwakot,Kispang Gaunpalika,3,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,16,28005,10,28005-3
Nuwakot,Suryagadhi Gaunpalika,1,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,18,28010,10,28010-1
Nuwakot,Kispang Gaunpalika,5,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,14,28005,10,28005-5
Nuwakot,Likhu Gaunpalika,3,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,17,28006,10,28006-3
Nuwakot,Tadi Gaunpalika,1,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,10,28011,10,28011-1
Nuwakot,Kispang Gaunpalika,1,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,16,10,28005,10,28005-1
Nuwakot,Kakani Gaunpalika,7,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,17,28004,10,28004-7
Nuwakot,Suryagadhi Gaunpalika,4,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,16,15,28010,10,28010-4
Nuwakot,Kispang Gaunpalika,3,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,12,28005,10,28005-3
Nuwakot,Suryagadhi Gaunpalika,1,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,11,28010,10,28010-1
Nuwakot,Kispang Gaunpalika,5,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,16,28005,10,28005-5
Nuwakot,Likhu Gaunpalika,3,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,20,28006,10,28006-3
Nuwakot,Tadi Gaunpalika,1,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,15,28011,10,28011-1
Nuwakot,Kispang Gaunpalika,1,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,16,16,28005,10,28005-1
Nuwakot,Kakani Gaunpalika,7,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,17,28004,10,28004-7
Nuwakot,Suryagadhi Gaunpalika,4,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,16,15,28010,10,28010-4
Nuwakot,Kispang Gaunpalika,3,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,17,28005,10,28005-3
Nuwakot,Suryagadhi Gaunpalika,2,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,17,28010,10,28010-2
Nuwakot,Kispang Gaunpalika,5,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,11,28005,10,28005-5
Nuwakot,Likhu Gaunpalika,3,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,20,28006,10,28006-3
Nuwakot,Tadi Gaunpalika,1,NRCS,Spanish RC,Employment and Livelihood,Capacity building - Skill development trainings,Completed,individuals,17,11,28011,10,28011-1
Nuwakot,Kispang Gaunpalika,1,NRCS,Spanish RC,Employment and Livelihood,Support - Temporary employment services in each district,Completed,individuals,400,400,28005,10,28005-1
Nuwakot,Kispang Gaunpalika,3,NRCS,ARC,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,500,621,28005,10,28005-3
Nuwakot,Kispang Gaunpalika,1,NRCS,ARC,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,500,623,28005,10,28005-1
Nuwakot,Kispang Gaunpalika,5,NRCS,ARC,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,500,678,28005,10,28005-5
Nuwakot,Tadi Gaunpalika,1,NRCS,ARC,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,500,567,28011,10,28011-1
Nuwakot,Suryagadhi Gaunpalika,1,NRCS,ARC,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,500,643,28010,10,28010-1
Nuwakot,Likhu Gaunpalika,3,NRCS,ARC,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,500,660,28006,10,28006-3
Nuwakot,Suryagadhi Gaunpalika,4,NRCS,ARC,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,500,687,28010,10,28010-4
Nuwakot,Kakani Gaunpalika,7,NRCS,ARC,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,500,555,28004,10,28004-7
Nuwakot,Kispang Gaunpalika,3,NRCS,ARC,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,90,92,28005,10,28005-3
Nuwakot,Bidur Nagarpalika,2,NRCS,IFRC,Health,Reconstruction/rehabilitation - Permanent Structures,Completed,health facilities,1,1,28002,10,28002-2
Nuwakot,Belkotgadhi Nagarpalika,11,NRCS,IFRC,Health,Reconstruction/rehabilitation - Permanent Structures,Completed,health facilities,1,1,28001,10,28001-11
Nuwakot,Kispang Gaunpalika,1,NRCS,ARC,Health,Support - Distribution of basic first aid Kits,Completed,Kits,13,28,28005,10,28005-1
Nuwakot,Kakani Gaunpalika,7,NRCS,ARC,Health,Support - Distribution of basic first aid Kits,Completed,Kits,15,32,28004,10,28004-7
Nuwakot,Kispang Gaunpalika,3,NRCS,ARC,Health,Support - Distribution of basic first aid Kits,Completed,Kits,15,30,28005,10,28005-3
Nuwakot,Suryagadhi Gaunpalika,1,NRCS,ARC,Health,Support - Distribution of basic first aid Kits,Completed,Kits,12,28,28010,10,28010-1
Nuwakot,Kispang Gaunpalika,5,NRCS,ARC,Health,Support - Distribution of basic first aid Kits,Completed,Kits,12,19,28005,10,28005-5
Nuwakot,Likhu Gaunpalika,3,NRCS,ARC,Health,Support - Distribution of basic first aid Kits,Completed,Kits,13,13,28006,10,28006-3
Nuwakot,Tadi Gaunpalika,1,NRCS,ARC,Health,Support - Distribution of basic first aid Kits,Completed,Kits,10,11,28011,10,28011-1
Nuwakot,Kispang Gaunpalika,1,NRCS,ARC,Health,Support - Immunization Campaigns,Completed,individuals,500,500,28005,10,28005-1
Nuwakot,Kakani Gaunpalika,7,NRCS,ARC,Health,Support - Immunization Campaigns,Completed,individuals,500,500,28004,10,28004-7
Nuwakot,Suryagadhi Gaunpalika,4,NRCS,ARC,Health,Support - Immunization Campaigns,Completed,individuals,500,300,28010,10,28010-4
Nuwakot,Kispang Gaunpalika,3,NRCS,ARC,Health,Support - Immunization Campaigns,Completed,individuals,500,200,28005,10,28005-3
Nuwakot,Suryagadhi Gaunpalika,1,NRCS,ARC,Health,Support - Immunization Campaigns,Completed,individuals,500,200,28010,10,28010-1
Nuwakot,Kispang Gaunpalika,5,NRCS,ARC,Health,Support - Immunization Campaigns,Completed,individuals,500,500,28005,10,28005-5
Nuwakot,Likhu Gaunpalika,3,NRCS,ARC,Health,Support - Immunization Campaigns,Completed,individuals,500,2,28006,10,28006-3
Nuwakot,Tadi Gaunpalika,1,NRCS,ARC,Health,Support - Immunization Campaigns,Completed,individuals,500,250,28011,10,28011-1
Nuwakot,Kakani Gaunpalika,7,NRCS,CRC,Health,Support - Provision of Non Medical Supplies,Completed,units,50,50,28004,10,28004-7
Nuwakot,Kispang Gaunpalika,3,NRCS,CRC,Health,Support - Provision of Non Medical Supplies,Completed,units,70,70,28005,10,28005-3
Nuwakot,Kispang Gaunpalika,3,NRCS,CRC,Health,Support - Provision of Non Medical Supplies,Completed,units,125,125,28005,10,28005-3
Nuwakot,Kispang Gaunpalika,1,NRCS,CRC,Health,Support - Provision of Non Medical Supplies,Completed,units,115,115,28005,10,28005-1
Nuwakot,Kispang Gaunpalika,1,NRCS,ARC,Health,Support - Provision of Non Medical Supplies,Completed,units,58,58,28005,10,28005-1
Nuwakot,Kakani Gaunpalika,7,NRCS,CRC,Health,Support - Provision of Non Medical Supplies,Completed,units,100,100,28004,10,28004-7
Nuwakot,Kakani Gaunpalika,7,NRCS,ARC,Health,Support - Provision of Non Medical Supplies,Completed,units,46,46,28004,10,28004-7
Nuwakot,Suryagadhi Gaunpalika,4,NRCS,CRC,Health,Support - Provision of Non Medical Supplies,Completed,units,95,95,28010,10,28010-4
Nuwakot,Suryagadhi Gaunpalika,4,NRCS,ARC,Health,Support - Provision of Non Medical Supplies,Completed,units,56,56,28010,10,28010-4
Nuwakot,Kispang Gaunpalika,3,NRCS,ARC,Health,Support - Provision of Non Medical Supplies,Completed,units,57,57,28005,10,28005-3
Nuwakot,Suryagadhi Gaunpalika,2,NRCS,CRC,Health,Support - Provision of Non Medical Supplies,Completed,units,160,160,28010,10,28010-2
Nuwakot,Suryagadhi Gaunpalika,2,NRCS,ARC,Health,Support - Provision of Non Medical Supplies,Completed,units,66,66,28010,10,28010-2
Nuwakot,Kispang Gaunpalika,5,NRCS,CRC,Health,Support - Provision of Non Medical Supplies,Completed,units,110,110,28005,10,28005-5
Nuwakot,Kispang Gaunpalika,5,NRCS,ARC,Health,Support - Provision of Non Medical Supplies,Completed,units,54,54,28005,10,28005-5
Nuwakot,Likhu Gaunpalika,3,NRCS,CRC,Health,Support - Provision of Non Medical Supplies,Completed,units,110,110,28006,10,28006-3
Nuwakot,Likhu Gaunpalika,3,NRCS,ARC,Health,Support - Provision of Non Medical Supplies,Completed,units,53,53,28006,10,28006-3
Nuwakot,Tadi Gaunpalika,1,NRCS,CRC,Health,Support - Provision of Non Medical Supplies,Completed,units,200,200,28011,10,28011-1
Nuwakot,Tadi Gaunpalika,1,NRCS,ARC,Health,Support - Provision of Non Medical Supplies,Completed,units,75,75,28011,10,28011-1
Nuwakot,Kakani Gaunpalika,7,NRCS,ARC,Health,Support - Supply of Additional Medical Equipment,Completed,units,1,1,28004,10,28004-7
Nuwakot,Tadi Gaunpalika,3,NRCS,ARC,Health,Support - Supply of Additional Medical Equipment,Completed,units,1,1,28011,10,28011-3
Nuwakot,Suryagadhi Gaunpalika,1,NRCS,ARC,Health,Support - Supply of Additional Medical Equipment,Completed,units,1,1,28010,10,28010-1
Nuwakot,Dupcheshwar Gaunpalika,6,NRCS,ARC,Health,Support - Supply of Additional Medical Equipment,Completed,units,1,2,28003,10,28003-6
Nuwakot,Kispang Gaunpalika,3,NRCS,ARC,Health,Support - Supply of Additional Medical Equipment,Completed,units,1,1,28005,10,28005-3
Nuwakot,Tarkeshwar Gaunpalika,3,NRCS,ARC,Health,Support - Supply of Additional Medical Equipment,Completed,units,1,2,28012,10,28012-3
Nuwakot,Kispang Gaunpalika,1,NRCS,ARC,Health,Support - Supply of Additional Medical Equipment,Completed,units,2,2,28005,10,28005-1
Nuwakot,Kakani Gaunpalika,7,NRCS,ARC,Health,Support - Supply of Additional Medical Equipment,Completed,units,1,1,28004,10,28004-7
Nuwakot,Suryagadhi Gaunpalika,4,NRCS,ARC,Health,Support - Supply of Additional Medical Equipment,Completed,units,1,1,28010,10,28010-4
Nuwakot,Kispang Gaunpalika,3,NRCS,ARC,Health,Support - Supply of Additional Medical Equipment,Completed,units,1,1,28005,10,28005-3
Nuwakot,Suryagadhi Gaunpalika,2,NRCS,ARC,Health,Support - Supply of Additional Medical Equipment,Completed,units,1,1,28010,10,28010-2
Nuwakot,Kispang Gaunpalika,5,NRCS,ARC,Health,Support - Supply of Additional Medical Equipment,Completed,units,1,2,28005,10,28005-5
Nuwakot,Likhu Gaunpalika,3,NRCS,ARC,Health,Support - Supply of Additional Medical Equipment,Completed,units,1,1,28006,10,28006-3
Nuwakot,Tadi Gaunpalika,1,NRCS,ARC,Health,Support - Supply of Additional Medical Equipment,Completed,units,1,2,28011,10,28011-1
Nuwakot,Kispang Gaunpalika,1,NRCS,ARC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,120,120,28005,10,28005-1
Nuwakot,Suryagadhi Gaunpalika,4,NRCS,ARC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,30,35,28010,10,28010-4
Nuwakot,Kispang Gaunpalika,3,NRCS,ARC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,84,84,28005,10,28005-3
Nuwakot,Suryagadhi Gaunpalika,1,NRCS,ARC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,57,51,28010,10,28010-1
Nuwakot,Kispang Gaunpalika,5,NRCS,ARC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,27,27,28005,10,28005-5
Nuwakot,Likhu Gaunpalika,3,NRCS,ARC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,30,31,28006,10,28006-3
Nuwakot,Tadi Gaunpalika,1,NRCS,ARC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,60,60,28011,10,28011-1
Nuwakot,Kispang Gaunpalika,1,NRCS,ARC,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,130,129,28005,10,28005-1
Nuwakot,Kispang Gaunpalika,3,NRCS,ARC,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,126,125,28005,10,28005-3
Nuwakot,Kispang Gaunpalika,1,NRCS,ARC,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,174,171,28005,10,28005-1
Nuwakot,Kispang Gaunpalika,3,NRCS,ARC,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,119,117,28005,10,28005-3
Nuwakot,Kispang Gaunpalika,1,NRCS,ARC,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,86,86,28005,10,28005-1
Nuwakot,Kispang Gaunpalika,3,NRCS,ARC,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,87,83,28005,10,28005-3
Nuwakot,Kispang Gaunpalika,1,NRCS,ARC,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,126,124,28005,10,28005-1
Nuwakot,Kispang Gaunpalika,3,NRCS,ARC,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,125,124,28005,10,28005-3
Nuwakot,Kispang Gaunpalika,1,NRCS,ARC,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,83,81,28005,10,28005-1
Nuwakot,Kispang Gaunpalika,3,NRCS,ARC,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,136,135,28005,10,28005-3
Nuwakot,Kispang Gaunpalika,1,NRCS,ARC,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,82,77,28005,10,28005-1
Nuwakot,Kispang Gaunpalika,3,NRCS,ARC,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,82,65,28005,10,28005-3
Nuwakot,Kispang Gaunpalika,1,NRCS,ARC,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,84,84,28005,10,28005-1
Nuwakot,Kispang Gaunpalika,3,NRCS,ARC,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,88,85,28005,10,28005-3
Nuwakot,Kispang Gaunpalika,1,NRCS,ARC,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,117,117,28005,10,28005-1
Nuwakot,Kispang Gaunpalika,3,NRCS,ARC,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,104,102,28005,10,28005-3
Nuwakot,Kispang Gaunpalika,1,NRCS,ARC,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,123,121,28005,10,28005-1
